id,title,genres_list,director,cast_list,keywords_list,overview,popularity,vote_average,vote_count,weighted_rating,release_date,runtime
2251,Unfaithful,"['Thriller', 'Drama']",Adrian Lyne,"['Richard Gere', 'Diane Lane', 'Olivier Martinez', 'Erik Per Sullivan', 'Zeljko Ivanek']","['adultery', 'infidelity', 'eroticism', 'literature', 'lover', 'new york city', 'erotic thriller']","Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",14.382253,6.3,276,6.160469350990325,2002-05-10,124.0
46529,I Am Number Four,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",D.J. Caruso,"['Alex Pettyfer', 'Timothy Olyphant', 'Teresa Palmer', 'Dianna Agron', 'Callan McAuliffe']","['secret identity', 'alien', 'teenage boy', 'teenage hero', 'alien teenager', 'interspecies romance', 'based on young adult novel', 'superpowers']","A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",43.450266,5.9,1567,5.952524317410944,2011-02-18,109.0
231,Syriana,"['Drama', 'Thriller']",Stephen Gaghan,"['George Clooney', 'Matt Damon', 'Jeffrey Wright', 'Chris Cooper', 'Amanda Peet']","['anti terror', 'bomb', 'assassination', 'middle east', 'lebanon', 'cia', 'capitalism', 'globalization', 'loss of son', 'persia', 'war against terror', 'energy policy', 'petrol']","The Middle Eastern oil industry is the backdrop of this tense drama, which weaves together numerous story lines. Bennett Holiday is an American lawyer in charge of facilitating a dubious merger of oil companies, while Bryan Woodman, a Switzerland-based energy analyst, experiences both personal tragedy and opportunity during a visit with Arabian royalty. Meanwhile, veteran CIA agent Bob Barnes uncovers an assassination plot with unsettling origins.",16.871194,6.3,451,6.184130071510376,2005-11-23,128.0
300671,13 Hours: The Secret Soldiers of Benghazi,"['Action', 'Drama', 'History', 'Thriller', 'War']",Michael Bay,"['James Badge Dale', 'John Krasinski', 'Max Martini', 'Pablo Schreiber', 'Toby Stephens']","['based on novel', 'assault rifle', 'mercenary', 'libya', 'biography', 'based on true story', 'heroism', 'explosion', 'american abroad', 'death', '21st century', 'cia agent', 'u.s. ambassador']",An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,42.526529,7.0,938,6.653536691111723,2016-01-13,144.0
228326,The Book of Life,"['Romance', 'Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",Jorge R. Gutierrez,"['Diego Luna', 'Channing Tatum', 'Zoe Saldana', 'Christina Applegate', 'Eugenio Derbez']","['love triangle', 'afterlife', 'day of the dead', 'bullfighting']","The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans three fantastical worlds where he must face his greatest fears.",34.890999,7.3,755,6.77561544446011,2014-10-01,95.0
9754,Firewall,['Thriller'],Richard Loncraine,"['Harrison Ford', 'Paul Bettany', 'Virginia Madsen', 'Carly Schroeder', 'Jimmy Bennett']","['bank', 'technology', 'blackmail', 'hacker', 'seattle', 'computer hacker', 'firewall']","State-of-the-art security system creator, Jack Stanfield has cemented his reputation as a man who's thought of everything. But when a criminal finds a way into Jack's personal life, everything Jack holds dear is suddenly at stake.",18.186026,5.6,267,5.938587539856967,2006-02-10,105.0
66,Absolute Power,"['Crime', 'Drama', 'Thriller']",Clint Eastwood,"['Clint Eastwood', 'Gene Hackman', 'Ed Harris', 'Scott Glenn', 'Laura Linney']","['corruption', 'assassination', 'washington d.c.', 'rape', 'white house', 'usa president', 'daughter', 'government', 'suspense', 'secret service', 'secret service agent']",A master thief coincidentally is robbing a house where a murder in which the President of The United States is involved occurs in front of his eyes. He is forced to run yet may hold evidence that could convict the President. A political thriller from and starring Clint Eastwood and based on a novel by David Baldacci.,13.576765,6.4,223,6.17900775348098,1997-02-14,121.0
4421,G.I. Jane,"['Action', 'Drama']",Ridley Scott,"['Demi Moore', 'Viggo Mortensen', 'Anne Bancroft', 'Jason Beghe', 'Daniel von Bargen']","['poem', 'middle east', 'helicopter', 'satellite', 'navy', 'sexism', 'war', 'army', 'sexual harassment', 'navy seal', 'feminist', 'soldier', 'commando', 'mental health', 'drill instructor', 'military', 'u.s. military', 'army base', 'reconnaissance', 'sexual discrimination']",A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,19.434672,6.0,395,6.0560678624986775,1997-08-22,125.0
2649,The Game,"['Drama', 'Thriller', 'Mystery']",David Fincher,"['Michael Douglas', 'Sean Penn', 'Deborah Kara Unger', 'James Rebhorn', 'Spike Jonze']","['brother brother relationship', 'birthday', 'danger of life', 'birthday party', 'surprising']","In honor of his birthday, San Francisco banker Nicholas Van Orton, a financial genius and a coldhearted loner, receives an unusual present from his younger brother, Conrad -- a gift certificate to play a unique kind of game. In nearly a nanosecond, Nicholas finds himself consumed by a dangerous set of ever-changing rules, unable to distinguish where the charade ends and reality begins.",62.925175,7.5,1506,7.10863547378951,1997-09-12,129.0
588,Silent Hill,"['Horror', 'Mystery']",Christophe Gans,"['Radha Mitchell', 'Sean Bean', 'Laurie Holden', 'Deborah Kara Unger', 'Kim Coates']","['monster', 'mother role', 'burning of witches', 'fog', 'suffering', 'darkness', 'sadism', 'supernatural', 'revenge', 'surrealism', 'gore', 'survival', 'good vs evil', 'blood', 'another dimension', 'torture', 'creature', 'violence', 'demon', 'witch burning', 'based on video game', 'dismemberment', 'religious fanatic', 'ghost town', 'sleepwalking']","The eerie and deserted ghost town of Silent Hill draws a young mother desperate to find a cure for her only child's illness. Unable to accept the doctor's diagnosis that her daughter should be permanently institutionalized for psychiatric care, Rose flees with her child, heading for the abandoned town in search of answers – and ignoring the protests of her husband. It's soon clear this place is unlike anywhere she's ever been. It's smothered by fog, inhabited by a variety of strange beings and periodically overcome by a living 'darkness' that literally transforms everything it touches. As Rose searches for her little girl, she begins to learn the history of the strange town and realizes that her daughter is just a pawn in a larger game.",32.927994,6.3,1067,6.22744067584873,2006-04-21,125.0
10393,The Replacements,['Comedy'],Howard Deutch,"['Keanu Reeves', 'Gene Hackman', 'Brooke Langton', 'Orlando Jones', 'Faizon Love']","['american football', 'strike', 'sport', 'coach', 'misfit', 'american football player']","Maverick old-guard coach Jimmy McGinty is hired in the wake of a players' strike to help the Washington Sentinels advance to the playoffs. But that impossible dream hinges on whether his replacements can hunker down and do the job. So, McGinty dusts off his secret dossier of ex-players who never got a chance (or screwed up the one they were given) and knits together a bad-dream team of guys who just may give the Sentinels their title shot.",14.837288,6.1,203,6.09569162474325,2000-08-07,118.0
71552,American Reunion,['Comedy'],Jon Hurwitz,"['Jason Biggs', 'Alyson Hannigan', 'Seann William Scott', 'Chris Klein', 'Thomas Ian Nicholas']","['wife husband relationship', 'sequel', 'family reunion', 'masturbation', 'scat', 'high school reunion', 'quitting a job', 'milf', 'duringcreditsstinger']","The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.",39.920035,6.1,1611,6.098459048265834,2012-04-04,113.0
9631,The Negotiator,"['Action', 'Adventure', 'Crime', 'Drama', 'Mystery', 'Thriller']",F. Gary Gray,"['Samuel L. Jackson', 'Kevin Spacey', 'David Morse', 'Ron Rifkin', 'John Spencer']","['corruption', 'hostage', 'pension', 'innocence', 'police', 'hostage-taking', 'murder', 'suspense', 'conspiracy', 'bullet wound', 'negotiator']","The police try to arrest expert hostage negotiator Danny Roman, who insists he's being framed for his partner's murder in what he believes is an elaborate conspiracy. Thinking there's evidence in the Internal Affairs offices that might clear him, he takes everyone in the office hostage and demands that another well-known negotiator be brought in to handle the situation and secretly investigate the conspiracy.",28.725621,6.8,582,6.447396589680746,1998-07-29,140.0
216282,Into the Storm,"['Action', 'Thriller']",Steven Quale,"['Richard Armitage', 'Sarah Wayne Callies', 'Matt Walsh', 'Nathan Kress', 'Alycia Debnam-Carey']","['tornado', 'student', 'found footage', 'disaster movie']","The town of Silverton is in one day destroyed by the unprecedented power of a series of tornadoes. The population is at the mercy of the unpredictable and deadly cyclones, while hunters warn that the worst is yet to come. Most people find shelter, but some just go to the tornado for that one, unique shot.",20.566554,5.8,817,5.922261969813096,2014-08-06,89.0
306,Beverly Hills Cop III,"['Action', 'Comedy', 'Crime']",John Landis,"['Eddie Murphy', 'Judge Reinhold', 'Héctor Elizondo', 'Gilbert R. Hill', 'Timothy Carhart']","['detective', 'undercover', 'security camera', 'carousel ', 'investigation', 'weapon', 'sequel', 'rescue', 'counterfeit', 'shootout', 'dirty cop', 'gunfight', 'los angeles', 'explosion', 'violence', 'foot chase', 'framed', 'car chase', 'secret service', 'amusement park', 'roller coaster', 'beverly hills', 'buddy comedy']","Back in sunny southern California and on the trail of two murderers, Axel Foley again teams up with LA cop Billy Rosewood. Soon, they discover that an amusement park is being used as a front for a massive counterfeiting ring – and it's run by the same gang that shot Billy's boss.",20.333953,5.5,434,5.84012042738789,1994-05-24,104.0
928,Gremlins 2: The New Batch,"['Comedy', 'Horror', 'Fantasy']",Joe Dante,"['Zach Galligan', 'Phoebe Cates', 'John Glover', 'Robert Prosky', 'Robert Picardo']","['new york', 'monster', 'skyscraper', 'mutant', 'restaurant', 'human animal relationship', 'mutation', 'tv station', 'dying and death', 'water', 'research station', 'fur', 'bat', 'current', 'electric shock', 'cleverness', 'gremlin', 'cowardliness']","Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",33.98637,6.2,652,6.150139686779163,1990-06-15,106.0
205587,The Judge,['Drama'],David Dobkin,"['Robert Duvall', 'Robert Downey Jr.', 'Vera Farmiga', ""Vincent D'Onofrio"", 'Jeremy Strong']","['father son relationship', 'judge', 'lawyer']","A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",42.472324,7.2,1417,6.87843955645581,2014-10-08,141.0
6623,The Peacemaker,"['Action', 'Thriller']",Mimi Leder,"['George Clooney', 'Nicole Kidman', 'Marcel Iureș', 'Goran Visnjic', 'Armin Mueller-Stahl']","['helicopter', 'terrorist', 'nuclear missile', 'bridge', 'train crash', 'train', 'woman director']","When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",15.931084,5.8,255,6.004452432773574,1997-09-26,124.0
1577,Resident Evil: Apocalypse,"['Horror', 'Action', 'Science Fiction']",Alexander Witt,"['Milla Jovovich', 'Sienna Guillory', 'Oded Fehr', 'Thomas Kretschmann', 'Sophie Vavasseur']","['martial arts', 'mutant', 'dystopia', 'rescue', 'conspiracy', 'evil corporation', 'zombie', 'based on video game']","As the city is locked down under quarantine, Alice joins a small band of elite soldiers, enlisted to rescue the missing daughter of the creator of the mutating T-virus. It's a heart-pounding race against time as the group faces off against hordes of blood- thirsty zombies, stealthy Lickers, mutant canines and the most sinister foe yet.",29.880122,6.1,1267,6.09817220443653,2004-09-10,94.0
9801,Bridget Jones: The Edge of Reason,"['Comedy', 'Romance']",Beeban Kidron,"['Renée Zellweger', 'Hugh Grant', 'Colin Firth', 'Jim Broadbent', 'Gemma Jones']","['london england', 'lovesickness', 'thailand', 'clumsy fellow', 'to drop brick', 'capture', 'woman director']","Bridget Jones is becoming uncomfortable in her relationship with Mark Darcy. Apart from discovering that he's a conservative voter, she has to deal with a new boss, a strange contractor and the worst vacation of her life.",28.803802,6.1,750,6.097462234258984,2004-11-10,108.0
2116,Out of Time,"['Thriller', 'Crime', 'Drama']",Carl Franklin,"['Denzel Washington', 'Eva Mendes', 'Sanaa Lathan', 'John Billingsley', 'Dean Cain']","['miami', 'florida', 'double murder', 'divorce']","Matt Lee Whitlock, respected chief of police in small Banyan Key, Florida, must solve a vicious double homicide before he himself falls under suspicion. Matt Lee has to stay a few steps ahead of his own police force and everyone he's trusted in order to find out the truth.",14.993459,6.1,298,6.096157262569634,2003-10-03,105.0
9624,On Deadly Ground,"['Action', 'Thriller']",Steven Seagal,"['Steven Seagal', 'Michael Caine', 'Joan Chen', 'John C. McGinley', 'R. Lee Ermey']","['fight', 'inuit', 'petrol', 'company', 'alaska', 'enviromental']","Forrest Taft is an environmental agent who works for the Aegis Oil Company in Alaska. Aegis Oil's corrupt CEO, Michael Jennings, is the kind of person who doesn't care whether or not oil spills into the ocean or onto the land, just as long as it's making money for him.",9.114168,4.5,104,5.852149246421472,1994-02-18,102.0
14199,The Adventures of Sharkboy and Lavagirl,"['Adventure', 'Family', 'Science Fiction']",Robert Rodriguez,"['Taylor Lautner', 'Taylor Dooley', 'Cayden Boyd', 'David Arquette', 'Kristin Davis']","['imaginary friend', 'outcast']","Everyone always knew that Max had a wild imagination, but no one believed that his wildest creations -- a boy raised by watchful great white sharks and a girl with the force of a volcano -- were real. Now, these two pint-sized action masters will show Max that even an ordinary kid has what it takes to be extraordinary.",12.31101,4.4,269,5.558026157410245,2005-06-10,92.0
1907,The Beach,"['Drama', 'Adventure', 'Romance', 'Thriller']",Danny Boyle,"['Leonardo DiCaprio', 'Guillaume Canet', 'Tilda Swinton', 'Virginie Ledoyen', 'Staffan Kihlbom']","['hippie', 'exotic island', 'beach', 'map', 'group dynamics', 'shark attack', 'leader', 'thailand', 'community', 'backpacker', 'delusion', 'marijuana', 'youth', 'shark', 'extramarital affair']","Twenty-something Richard travels to Thailand and finds himself in possession of a strange map. Rumours state that it leads to a solitary beach paradise, a tropical bliss - excited and intrigued, he sets out to find it.",41.362082,6.3,1233,6.234080614001493,2000-02-11,119.0
4599,Raising Helen,"['Drama', 'Comedy', 'Romance']",Garry Marshall,"['Kate Hudson', 'John Corbett', 'Joan Cusack', 'Hayden Panettiere', 'Spencer Breslin']","['new york', 'pastor', 'world of fasion', 'loss of parents', 'mannequin', 'fashion designer', 'family relationships']","Helen Harris has a glamorous, big-city life working for one of New York's hottest modeling agencies. But suddenly her free-spirited life gets turned upside down when she must chose between the life she's always loved, and the new loves of her life!",13.298205,5.9,189,6.046522381556764,2004-05-27,119.0
22832,Ninja Assassin,"['Action', 'Crime', 'Thriller']",James McTeigue,"['Rain', 'Naomie Harris', 'Sung Kang', 'Randall Duk Kim', 'Rick Yune']","['assassination', 'assassin', 'ninja fighter', 'revenge', 'ninja', 'ninjutsu']","Ninja Assassin follows Raizo (Rain), one of the deadliest assassins in the world. Taken from the streets as a child, he was transformed into a trained killer by the Ozunu Clan, a secret society whose very existence is considered a myth. But haunted by the merciless execution of his friend by the Clan, Raizo breaks free from them and vanishes. Now he waits, preparing to exact his revenge.",19.085403,6.2,371,6.135422514494442,2009-09-29,99.0
10390,For Love of the Game,"['Drama', 'Romance']",Sam Raimi,"['Kevin Costner', 'Kelly Preston', 'John C. Reilly', 'Jena Malone', 'J.K. Simmons']","['baseball', 'trainer', 'career', 'legend', 'training', 'sport']","A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years.",9.622345,6.3,88,6.121258944392688,1999-09-17,137.0
9879,Striptease,"['Drama', 'Thriller', 'Crime']",Andrew Bergman,"['Demi Moore', 'Burt Reynolds', 'Armand Assante', 'Ving Rhames', 'Robert Patrick']","['blackmail', 'strip club', 'striptease', 'police', 'u.s. congress']","Bounced from her job, Erin Grant needs money if she's to have any chance of winning back custody of her child. But, eventually, she must confront the naked truth: to take on the system, she'll have to take it all off. Erin strips to conquer, but she faces unintended circumstances when a hound dog of a Congressman zeroes in on her and sharpens the shady tools at his fingertips, including blackmail and murder.",11.106006,4.4,205,5.652318363611588,1996-06-28,115.0
38579,Marmaduke,"['Family', 'Comedy']",Tom Dey,"['Owen Wilson', 'Emma Stone', 'George Lopez', 'Christopher Mintz-Plasse', 'Steve Coogan']",[],"When Phil and Debbie Winslow relocate from their native Kansas to the sunny climes of Orange County, their big-hearted, havoc-wreaking Great Dane gets a taste of the dog's life, California-style.",12.25622,5.0,149,5.870852375066724,2010-06-04,87.0
44603,Hereafter,"['Drama', 'Fantasy']",Clint Eastwood,"['Matt Damon', 'Bryce Dallas Howard', 'George McLaren', 'Thierry Neuvic', 'Cyndi Mayo Davis']",[],"A supernatural thriller centered on three people -- a blue-collar American, a French journalist and a London school boy -- who are touched by death in different ways.",13.365715,5.8,510,5.956665658843912,2010-10-15,129.0
11892,Murder by Numbers,"['Crime', 'Drama', 'Thriller']",Barbet Schroeder,"['Sandra Bullock', 'Ben Chaplin', 'Ryan Gosling', 'Michael Pitt', 'Agnes Bruckner']","['detective', 'secret', 'fbi', 'homicide', 'evidence', 'nerd', 'vice', 'intellectual', 'high school', 'partner', 'murder', 'rich', 'forensic']","Tenacious homicide detective Cassie Mayweather and her still-green partner are working a murder case, attempting to profile two malevolently brilliant young men: cold, calculating killers whose dark secrets might explain their crimes.",16.167093,6.0,268,6.064454927913673,2002-04-19,120.0
9691,Assassins,"['Action', 'Adventure', 'Crime', 'Thriller']",Richard Donner,"['Sylvester Stallone', 'Antonio Banderas', 'Julianne Moore', 'Anatoli Davydov', 'Muse Watson']","['competition', 'assassination', 'cia', 'bank', 'cat', 'mexican standoff', 'seattle', 'hitman', 'mission of murder', 'hidden camera', 'rivalry', 'rescue', 'shootout', 'police chase', 'sniper rifle', 'silencer', 'double cross', 'caribbean', 'detroit michigan']","Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.",23.073933,6.0,387,6.056531233263128,1995-10-06,132.0
1248,Hannibal Rising,"['Crime', 'Drama', 'Thriller']",Peter Webber,"['Gaspard Ulliel', 'Aaran Thomas', 'Gong Li', 'Dominic West', 'Rhys Ifans']","['winter', 'psychopath', 'horror', 'serial killer']","The story of the early, murderous roots of the cannibalistic killer, Hannibal Lecter – from his hard-scrabble Lithuanian childhood, where he witnesses the repulsive lengths to which hungry soldiers will go to satiate themselves, through his sojourn in France, where as a med student he hones his appetite for the kill.",6.567065,6.0,654,6.044309501051586,2007-02-06,121.0
12220,The Story of Us,"['Comedy', 'Drama', 'Romance']",Rob Reiner,"['Bruce Willis', 'Michelle Pfeiffer', 'Rob Reiner', 'Colleen Rennison', 'Jake Sandvig']","[""love of one's life"", 'therapist', 'psychology', 'wedding', 'relationship', 'divorce']",Ben and Katie Jordan are a married couple who go through hard times in fifteen years of marriage.,6.22577,5.9,75,6.071985112498031,1999-10-13,95.0
72710,The Host,"['Action', 'Adventure', 'Romance', 'Science Fiction', 'Thriller']",Andrew Niccol,"['Saoirse Ronan', 'Diane Kruger', 'Jake Abel', 'William Hurt', 'Frances Fisher']","['based on novel', 'mass murder', 'dystopia', 'genocide', 'alien invasion', 'duringcreditsstinger', 'interspecies romance', 'alien parasites']","A parasitic alien soul is injected into the body of Melanie Stryder. Instead of carrying out her race's mission of taking over the Earth, ""Wanda"" (as she comes to be called) forms a bond with her host and sets out to aid other free humans.",42.933027,6.0,1817,6.022819947372271,2013-03-22,125.0
10782,Basic,"['Action', 'Drama', 'Mystery', 'Thriller', 'Crime']",John McTiernan,"['John Travolta', 'Connie Nielsen', 'Samuel L. Jackson', 'Giovanni Ribisi', 'Tim Daly']","['drug addiction', 'military court', 'panama', 'military service', 'court', 'ranger', 'supreme court', 'lager', 'military crime']",A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,19.226763,6.2,286,6.129091388464485,2003-04-18,98.0
9573,Blood Work,"['Crime', 'Drama', 'Mystery', 'Thriller']",Clint Eastwood,"['Clint Eastwood', 'Jeff Daniels', 'Anjelica Huston', 'Wanda De Jesus', 'Tina Lifford']","['houseboat', 'heart', 'investigation', 'police', 'ex-cop', 'suspense', 'heart transplant', 'fbi profiler']","Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",10.089065,6.1,206,6.095708048028854,2002-08-04,110.0
4959,The International,"['Drama', 'Thriller', 'Crime']",Tom Tykwer,"['Clive Owen', 'Naomi Watts', 'Armin Mueller-Stahl', 'Ulrich Thomsen', ""Brían F. O'Byrne""]",['duringcreditsstinger'],"An interpol agent and an attorney are determined to bring one of the world's most powerful banks to justice. Uncovering money laundering, arms trading, and conspiracy to destabilize world governments, their investigation takes them from Berlin, Milan, New York and Istanbul. Finding themselves in a chase across the globe, their relentless tenacity puts their own lives at risk.",13.391833,6.0,368,6.057663049313707,2009-02-03,118.0
10061,Escape from L.A.,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",John Carpenter,"['Kurt Russell', 'Stacy Keach', 'Steve Buscemi', 'Pam Grier', 'Cliff Robertson']","['prison', 'usa president', 'earthquake', 'dystopia', 'attempt to escape', 'los angeles', 'reluctant hero']","This time, a cataclysmic temblor hits Los Angeles, turning it into an island. The president views the quake as a sign from above, expels Los Angeles from the country and makes it a penal colony for those found guilty of moral crimes. When his daughter, part of a resistance movement, steals the control unit for a doomsday weapon, Snake again gets tapped to save the day.",21.637234,5.6,373,5.900966702095082,1996-08-09,97.0
10386,The Iron Giant,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']",Brad Bird,"['Eli Marienthal', 'Jennifer Aniston', 'Vin Diesel', 'Christopher McDonald', 'Harry Connick Jr.']","['cold war', 'friendship', 'giant robot', 'sitting on a toilet', 'fear of unknown', '1950s', 'laxative']","In the small town of Rockwell, Maine in October 1957, a giant metal machine befriends a nine-year-old boy and ultimately finds its humanity by unselfishly saving people from their own fears and prejudices.",61.245957,7.6,1436,7.166248008824347,1999-08-06,86.0
421,The Life Aquatic with Steve Zissou,"['Adventure', 'Comedy', 'Drama']",Wes Anderson,"['Bill Murray', 'Anjelica Huston', 'Cate Blanchett', 'Willem Dafoe', 'Owen Wilson']","['ocean', 'film making', 'loss of mother', 'cynic', 'red cap', 'ship']",Wes Anderson’s incisive quirky comedy build up stars complex characters like in ‘The Royal Tenenbaums’ with Bill Murray on in the leading role. An ocean adventure documentary film maker Zissou is put in all imaginable life situations and a tough life crisis as he attempts to make a new film about capturing the creature that caused him pain.,25.237969,7.1,775,6.669042945279283,2004-12-10,119.0
316152,Free State of Jones,"['War', 'Action', 'Drama', 'History', 'Thriller']",Gary Ross,"['Matthew McConaughey', 'Gugu Mbatha-Raw', 'Mahershala Ali', 'Keri Russell', 'Jacob Lofland']","['slavery', 'american civil war']","In 1863, Mississippi farmer Newt Knight serves as a medic for the Confederate Army. Opposed to slavery, Knight would rather help the wounded than fight the Union. After his nephew dies in battle, Newt returns home to Jones County to safeguard his family but is soon branded an outlaw deserter. Forced to flee, he finds refuge with a group of runaway slaves hiding out in the swamps. Forging an alliance with the slaves and other farmers, Knight leads a rebellion that would forever change history.",21.589393,6.6,428,6.308743541921415,2016-06-24,139.0
11615,The Life of David Gale,"['Drama', 'Thriller', 'Crime']",Alan Parker,"['Kevin Spacey', 'Kate Winslet', 'Laura Linney', 'Gabriel Mann', 'Rhona Mitra']","['prison', 'journalist', 'texas', 'professor', 'death penalty', 'death row', 'interview', 'murder', 'reporter', 'intern', 'innocent', 'activist']",A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,22.442241,7.3,480,6.639700503109056,2003-02-21,130.0
13498,Man of the House,"['Comedy', 'Action']",Stephen Herek,"['Tommy Lee Jones', 'Cedric the Entertainer', 'Christina Milian', 'Paula Garcés', 'Monica Keena']",[],Texas Ranger Roland Sharp is assigned to protect the only witnesses to the murder of a key figure in the prosecution of a drug kingpin -- a group of University of Texas cheerleaders. Sharp must now go undercover as an assistant cheerleading coach and move in with the young women.,6.004422,5.4,120,5.975352687302009,2005-02-25,100.0
241554,Run All Night,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",Jaume Collet-Serra,"['Liam Neeson', 'Ed Harris', 'Joel Kinnaman', 'Boyd Holbrook', 'Bruce McGill']","['hitman', 'revenge', 'murder', 'on the run', 'mobster']","Brooklyn mobster and prolific hit man Jimmy Conlon has seen better days. Longtime best friend of a mob boss, Jimmy is haunted by the sins of his past—as well as a dogged police detective who’s been one step behind Jimmy for 30 years. But when Jimmy’s estranged son becomes a target, Jimmy must make a choice between the crime family he chose and the real family he abandoned long ago. Now, with nowhere safe to turn, Jimmy has just one night to figure out exactly where his loyalties lie and to see if he can finally make things right.",74.64653,6.3,1148,6.230839927009085,2015-03-11,114.0
2252,Eastern Promises,"['Thriller', 'Crime', 'Mystery']",David Cronenberg,"['Naomi Watts', 'Viggo Mortensen', 'Vincent Cassel', 'Armin Mueller-Stahl', 'Sinéad Cusack']","['london england', 'gay', 'male nudity', 'female nudity', 'father son relationship', 'sex', 'jealousy', 'underworld', 'undercover', 'hitman', 'russian', 'diary', 'human trafficking', 'midwife', 'murder', 'mother daughter relationship', 'orphan', 'gangster', 'motorcycle', 'bathhouse']",A Russian teenager living in London who dies during childbirth leaves clues to a midwife in her journal that could tie her child to a rape involving a violent Russian mob family.,35.481169,7.2,848,6.750400443526039,2007-09-14,100.0
11968,Into the Blue,"['Action', 'Thriller', 'Adventure', 'Crime']",John Stockwell,"['Paul Walker', 'Jessica Alba', 'Scott Caan', 'Ashley Scott', 'Josh Brolin']","['diving', 'cocaine', 'shipwreck', 'sailing', 'airplane', 'wrack']","When they take some friends on an extreme sport adventure, the last thing Jared and Sam expect to see below the shark-infested waters is a legendary pirate ship rumored to contain millions of dollars in gold. But their good fortune is short-lived, as a ruthless gang of criminals gets word of what they have uncovered.",14.723467,5.8,458,5.964506481038217,2005-09-30,110.0
10047,The Messenger: The Story of Joan of Arc,"['Adventure', 'Drama', 'Action', 'History', 'War']",Luc Besson,"['Milla Jovovich', 'Dustin Hoffman', 'Faye Dunaway', 'John Malkovich', 'Vincent Cassel']","['schizophrenia', 'france', 'rape', 'siege', 'biography', 'orléans', 'charles vii.', 'false history', 'joan of arc', 'religious delusions']",In 1429 a teenage girl from a remote French village stood before her King with a message she claimed came from God; that she would defeat the world's greatest army and liberate her country from its political and religious turmoil. Following her mission to reclaim god's dimished kingdom - through her amazing victories until her violent and untimely death.,21.084542,6.2,367,6.1351500356526465,1999-10-18,148.0
38319,Your Highness,['Comedy'],David Gordon Green,"['Danny McBride', 'James Franco', 'Natalie Portman', 'Zooey Deschanel', 'Justin Theroux']","['kidnapping', 'traitor', 'virgin', 'prince', 'princess', 'revenge', 'minotaur', 'knight', 'dragon', 'wedding', 'king', 'sword and sorcery']","A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",21.408222,5.2,501,5.680149938815812,2011-04-08,102.0
